Streetname,Street Range (FROM - TO),Postcode,Area
Πάρνηθος,,4040,Γερμασόγεια
Πάρου,,3047,Λεμεσός
Πάρου,,4045,Γερμασόγεια
Πάρου,,4193,Ύψωνας
Πασικράτους,,3085,Λεμεσός
Παστέρ,,3040,Λεμεσός
Πατησίων,,3055,Λεμεσός
Πάτμου,,3046,Λεμεσός
Πάτμου,,4044,Γερμασόγεια
Πάτμου,,4183,Ύψωνας
Πατριαρχείου Ιεροσολύμων,,4192,Ύψωνας
Πατριάρχου Αθηναγόρου,,3115,Λεμεσός
Πατριάρχου Αθηναγόρου,,4044,Γερμασόγεια
Πατριάρχου Αθηναγόρου,,4191,Ύψωνας
Πατριάρχου Γρηγορίου Ε',,3083,Λεμεσός
Πατριάρχου Γρηγορίου Ε',,4193,Ύψωνας
Πατριάρχου Φωτίου,,4156,Κάτω Πολεμίδια
Πατρόκλου,,3100,Λεμεσός
Πατρόκλου Κοκκίνου,,3082,Λεμεσός
Πατρόκλου Κοκκίνου,,4001,Μέσα Γειτονιά
Πατρόκλου Κοκκίνου,,4108,'Αγιος Αθανάσιος
Πατρόκλου Κοκκίνου,,4194,Ύψωνας
Πατρών,,4044,Γερμασόγεια
Παυλίνας Παυλίδου,,3055,Λεμεσός
Παύλου Αγγελίδη,,3110,Λεμεσός
Παύλου Ερωτοκρίτου,,4107,'Αγιος Αθανάσιος
Παύλου Καρολίδη,,3101,Λεμεσός
Παύλου Λιασίδη,,3110,Λεμεσός
Παύλου Λιασίδη,,4004,Μέσα Γειτονιά
Παύλου Λιασίδη,,4044,Γερμασόγεια
Παύλου Λιασίδη,,4151,Κάτω Πολεμίδια
Παύλου Λιασίδη,,4184,Ύψωνας
Παύλου Μελά,,3040,Λεμεσός
Παύλου Μελά,,4046,Γερμασόγεια
Παύλου Μελά,,4190,Ύψωνας
Παύλου Μεράνου,,4106,'Αγιος Αθανάσιος
Παύλου Μεράνου,,4154,Κάτω Πολεμίδια
Παύλου Νιρβάνα,,3021,Λεμεσός
Παύλου Ξιούτα,,4106,'Αγιος Αθανάσιος
Παύλου Συρίχα,,3080,Λεμεσός
Παυσανίου,,3056,Λεμεσός
Παυσανίου,,4044,Γερμασόγεια
Παυσανίου,,4104,'Αγιος Αθανάσιος
Πάφου,"1 - 37, 2 - 50",3052,Λεμεσός
Πάφου,"39 - 67, 52 - 86",3051,Λεμεσός
Πάφου,"69 - 203, 88 - 280",4152,Κάτω Πολεμίδια
Πάφου,205 - τ. 282 - τ.,4151,Κάτω Πολεμίδια
Πάφου,,4180,Ύψωνας
Πειθούς,,4106,'Αγιος Αθανάσιος
Πειθούς,,4151,Κάτω Πολεμίδια
Πειραιώς,,3016,Λεμεσός
Πειραιώς,,4192,Ύψωνας
Πειρίδου,,3075,Λεμεσός
Πεισιστράτου,,3077,Λεμεσός
Πεισιστράτου,,4156,Κάτω Πολεμίδια
Πεκίνου,,3021,Λεμεσός
Πελασγών,,3081,Λεμεσός
Πελασγών,,4040,Γερμασόγεια
Πελασγών,,4153,Κάτω Πολεμίδια
Πέλλης,,3111,Λεμεσός
Πελοπίδου,,3015,Λεμεσός
Πελοποννήσου,,3012,Λεμεσός
Πέλοπος,,4040,Γερμασόγεια
Πεντάγειας,,4100,'Αγιος Αθανάσιος
Πενταδακτύλου,,4001,Μέσα Γειτονιά
Πενταδακτύλου,,4045,Γερμασόγεια
Πενταδακτύλου,,4184,Ύψωνας
Πέντε Πηγαδιών,,4002,Μέσα Γειτονιά
Πεντέλης,,3077,Λεμεσός
Πεντέλης,,4045,Γερμασόγεια
Πεντέλης,,4102,'Αγιος Αθανάσιος
Πεντέλης,,4184,Ύψωνας
Πέρα Κάμπου,,4170,Κάτω Πολεμίδια
Περάματος,,4040,Γερμασόγεια
Περβόλας,,4046,Γερμασόγεια
Περγάμου,,4006,Μέσα Γειτονιά
Περγάμου,,4041,Γερμασόγεια
Περγάμου,,4184,Ύψωνας
Περικλέους,,3031,Λεμεσός
Περικλέους,,4007,Μέσα Γειτονιά
Περικλέους,,4044,Γερμασόγεια
Περικλέους,,4182,Ύψωνας
Περικλή Μάρκαρη,,3083,Λεμεσός
Περικλή Τάνου,,4106,'Αγιος Αθανάσιος
Περικλύτου,,3047,Λεμεσός
Περιστερώνας,,4007,Μέσα Γειτονιά
Περσεφόνης,,3105,Λεμεσός
Περσεφόνης,,4004,Μέσα Γειτονιά
Περσεφόνης,,4105,'Αγιος Αθανάσιος
Περσεφόνης Παπαδοπούλου,,4102,'Αγιος Αθανάσιος
Περσέως,,3116,Λεμεσός
Περσέως,,4044,Γερμασόγεια
Πετούνιας,,3115,Λεμεσός
Πετράκη Γιάλλουρου,,3065,Λεμεσός
Πετράκη Γιάλλουρου,,4000,Μέσα Γειτονιά
Πετράκη Γιάλλουρου,,4187,Ύψωνας
Πετράκη Κυπριανού,,3080,Λεμεσός
Πετράκη Στυλιανού,,3055,Λεμεσός
Πετράρχου,,3107,Λεμεσός
Πέτρας,,4102,'Αγιος Αθανάσιος
Πετρόμπεη Μαυρομιχάλη,,4002,Μέσα Γειτονιά
Πετρόμπεη Μαυρομιχάλη,,4047,Γερμασόγεια
Πετρόμπεη Μαυρομιχάλη,,4102,'Αγιος Αθανάσιος
Πέτρου Γίάλλουρου,,4108,'Αγιος Αθανάσιος
Πέτρου Ηλιάδη,,3052,Λεμεσός
Πέτρου Ολυμπίου,,3116,Λεμεσός
Πέτρου Τσαϊκόφσκυ,,3050,Λεμεσός
Πέτρου Τσίρου,"1 - 9, 2 - 12",3021,Λεμεσός
Πέτρου Τσίρου,"11 - 67, 14 - 72",3075,Λεμεσός
Πέτρου Τσίρου,"69 - 107, 74 - 112",3076,Λεμεσός
Πέτρου Τσίρου,109 - τ. 114 - τ.,3077,Λεμεσός
Πεύκης,,4105,'Αγιος Αθανάσιος
Πεύκιου Γεωργιάδη,,4106,'Αγιος Αθανάσιος
Πηγάσου,,3055,Λεμεσός
Πηγής,,4104,'Αγιος Αθανάσιος
Πηλέα,,3047,Λεμεσός
Πηλέα,,4153,Κάτω Πολεμίδια
Πηλέα,,4186,Ύψωνας
Πηλίου,,3077,Λεμεσός
Πηλίου,,4105,'Αγιος Αθανάσιος
Πηλίου,,4151,Κάτω Πολεμίδια
Πηνειού,,3060,Λεμεσός
Πηνειού,,4151,Κάτω Πολεμίδια
Πηνειού,,4188,Ύψωνας
Πηνελόπης,,3101,Λεμεσός
Πιάδος,,4003,Μέσα Γειτονιά
Πιερίας,,3048,Λεμεσός
Πικιώνη,,3075,Λεμεσός
Πινδάρου,,3095,Λεμεσός
Πινδάρου,,4187,Ύψωνας
Πίνδου,,3035,Λεμεσός
Πίνδου,,4102,'Αγιος Αθανάσιος
Πίνδου,,4194,Ύψωνας
Πινόλιας,,4007,Μέσα Γειτονιά
Πιραντέλλο,,3101,Λεμεσός
Πιτσυλιάς,,3071,Λεμεσός
Πιτσυλιάς,,4103,'Αγιος Αθανάσιος
Πιττακού,,3066,Λεμεσός
Πιττάλου,,3118,Λεμεσός
Πλάκας,,4105,'Αγιος Αθανάσιος
Πλανητών,,3011,Λεμεσός
Πλαταιών,,3066,Λεμεσός
Πλατάνου,,4007,Μέσα Γειτονιά
Πλάτωνος,"1 - 25, 2 - 12",3027,Λεμεσός
Πλάτωνος,14 - τ. 27 - τ.,3090,Λεμεσός
Πλάτωνος,,4001,Μέσα Γειτονιά
Πλάτωνος,,4045,Γερμασόγεια
Πλάτωνος,,4151,Κάτω Πολεμίδια
Πλάτωνος,,4182,Ύψωνας
Πλάτωνος Στυλιανού,,3012,Λεμεσός
Πλήθωνος,,3081,Λεμεσός
Πλουτάρχου,,3060,Λεμεσός
Πλουτάρχου,,4192,Ύψωνας
Πλούτωνος,,3096,Λεμεσός
Πλούτωνος,,4046,Γερμασόγεια
Πνυκός,,3082,Λεμεσός
Πνυκός,,4152,Κάτω Πολεμίδια
Πολιτισμού,,4158,Κάτω Πολεμίδια
Πολλύ και Ρεβέκκας Νικόλα,,4102,'Αγιος Αθανάσιος
Πολυβίου,,3117,Λεμεσός
Πολυβίου,,4041,Γερμασόγεια
Πολυγνώστου,,3082,Λεμεσός
Πολυγύρου,,3118,Λεμεσός
Πολυδεύκη,,3085,Λεμεσός
Πολυκάρπου Πρατσή,,4107,'Αγιος Αθανάσιος
Πολυκάρπου Σμύρνης,,4044,Γερμασόγεια
Πολυμνίας,,4047,Γερμασόγεια
Πολυμνίας,,4104,'Αγιος Αθανάσιος
Πολυξένης Λοϊζιά,,3090,Λεμεσός
Πολυτεχνείου,,3083,Λεμεσός
Πολυτεχνείου,,4106,'Αγιος Αθανάσιος
Πολυφήμου,,3081,Λεμεσός
Πόντου,,3077,Λεμεσός
Πόντου,,4103,'Αγιος Αθανάσιος
Πόντου,,4182,Ύψωνας
Πορείας,,3011,Λεμεσός
Πορφυρίου Δικαίου,,3095,Λεμεσός
Ποσειδώνος,,3020,Λεμεσός
Ποσειδώνος,,4004,Μέσα Γειτονιά
Ποσειδώνος,,4193,Ύψωνας
Ποταμιάς,,4045,Γερμασόγεια
Πότσδαμ,,3011,Λεμεσός
Πούλιας,,3095,Λεμεσός
Πούλιας,,4104,'Αγιος Αθανάσιος
Πουτσίνι,,3065,Λεμεσός
Πράγας,,3012,Λεμεσός
Πραξάνδρου,,3025,Λεμεσός
Πραξιτέλους,,3027,Λεμεσός
Πραξιτέλους,,4044,Γερμασόγεια
Πραξιτέλους,,4193,Ύψωνας
Πραστιού Μόρφου,,4107,'Αγιος Αθανάσιος
Πρεβέζης,,3046,Λεμεσός
Πρεβέζης,,4154,Κάτω Πολεμίδια
Πριάμου,,3047,Λεμεσός
Πριάμου,,4192,Ύψωνας
Πριγκιπίσσης Αλεξίας,,3083,Λεμεσός
Πριγκιπίσσης Ζήνας Ντε Τύρας,,3035,Λεμεσός
Προδίκου,,4154,Κάτω Πολεμίδια
Προμάχων Ελευθερίας,,4103,'Αγιος Αθανάσιος
Προμηθέως,,3065,Λεμεσός
Προμηθέως,,4044,Γερμασόγεια
Προμηθέως,,4105,'Αγιος Αθανάσιος
Προμηθέως,,4182,Ύψωνας
Προόδου,,4104,'Αγιος Αθανάσιος
Προόδου,,4153,Κάτω Πολεμίδια
Προποντίδος,,3083,Λεμεσός
Προύσης,,3091,Λεμεσός
Προύσης,,4102,'Αγιος Αθανάσιος
Προφήτη Ηλία,,4046,Γερμασόγεια
Προφήτη Ηλία,,4192,Ύψωνας
Πρωταγόρου,,3060,Λεμεσός
Πρωτομαγιάς,,3110,Λεμεσός
Πρωτοπόρων,,4100,'Αγιος Αθανάσιος
Πτελέας,,3048,Λεμεσός
Πτολεμαΐδος,,3119,Λεμεσός
Πτολεμαίων,,3041,Λεμεσός
Πυγμαλίωνος,,3047,Λεμεσός
Πυθαγόρου,,3027,Λεμεσός
Πυθαγόρου,,4049,Γερμασόγεια
Πυθαγόρου,,4190,Ύψωνας
Πυθαγόρου Δρουσιώτη,,3055,Λεμεσός
Πυθίας,,3117,Λεμεσός
Πυθίας,,4044,Γερμασόγεια
Πυλάδου,,3065,Λεμεσός
Πυλάδου,,4186,Ύψωνας
Πύλου,,3077,Λεμεσός
Πύλου,,4105,'Αγιος Αθανάσιος
Πυξίδος,,3077,Λεμεσός
Πυραμίδων,,3055,Λεμεσός
Πυράμου,,4104,'Αγιος Αθανάσιος
Πυργών,,4004,Μέσα Γειτονιά
Πυρηναίων,,3011,Λεμεσός
Πύρρου,,4105,'Αγιος Αθανάσιος
Πύρρου,,4155,Κάτω Πολεμίδια
Ρ,,,
Ραβέλ,,3120,Λεμεσός
Ραίντγκεν,,3046,Λεμεσός
Ραχμάνινωφ,,3120,Λεμεσός
Ρέας,,3081,Λεμεσός
Ρέας,,4150,Κάτω Πολεμίδια
Ρεβέκκας,,3020,Λεμεσός
Ρεβέκκας,,4184,Ύψωνας
Ρεθύμνου,,3100,Λεμεσός
Ρεθύμνου,,4182,Ύψωνας
Ρεματιάς,,4150,Κάτω Πολεμίδια
Ρέμπραντ,,3060,Λεμεσός
Ρενάν,,3046,Λεμεσός
Ρένου Πουγιούκα,,3041,Λεμεσός
Ρένου Πρέντζα,,4004,Μέσα Γειτονιά
Ρένου Φραγκούδη,,3080,Λεμεσός
Ρενουάρ,,3046,Λεμεσός
Ρήγα Φεραίου,"1 - 35, 2 - 32",3095,Λεμεσός
Ρήγα Φεραίου,34 - τ. 37 - τ.,3091,Λεμεσός
Ρήγα Φεραίου,,4006,Μέσα Γειτονιά
Ρήγα Φεραίου,,4151,Κάτω Πολεμίδια
Ρήγα Φεραίου,,4181,Ύψωνας
Ρηγαίνης,,3035,Λεμεσός
Ρηγαίνης,,4045,Γερμασόγεια
Ρηγαίνης,,4182,Ύψωνας
Ρηγίνου,,3115,Λεμεσός
Ρηνανίας,,3046,Λεμεσός
Ρήνου,,3061,Λεμεσός
Ρήσου,,3048,Λεμεσός
Ριζοκαρπάσου,,3082,Λεμεσός
Ριζοκαρπάσου,,4102,'Αγιος Αθανάσιος
Ριζοκαρπάσου,,4192,Ύψωνας
Ρίμινι,,3082,Λεμεσός
Ρισελιέ,,3082,Λεμεσός
Ριχάρδου και Βερεγγάριας,,3042,Λεμεσός
Ριχάρδου Λεοντόκαρδου,,4046,Γερμασόγεια
Ρίχτερ,,3120,Λεμεσός
Ροβέρτου Κωχ,,4182,Ύψωνας
Ροδιάς,,3115,Λεμεσός
Ροδίωνος Γεωργιάδη,,4001,Μέσα Γειτονιά
Ροδίωνος και Μιλτιάδη Γεωργιάδη,,3100,Λεμεσός
Ροδίωνος Ρήγα,,3046,Λεμεσός
Ροδίωνος Ρήγα,,4004,Μέσα Γειτονιά
Ροδίωνος Ρήγα,,4101,'Αγιος Αθανάσιος
Ροδοδάφνης,,4007,Μέσα Γειτονιά
Ροδόπης,,3117,Λεμεσός
Ροδόπης,,4044,Γερμασόγεια
Ροδόπης,,4185,Ύψωνας
Ροδοσθένους Αλεξάνδρου,,3115,Λεμεσός
Ρόδου,,3017,Λεμεσός
Ρόδου,,4000,Μέσα Γειτονιά
Ρόδου,,4044,Γερμασόγεια
Ρόδου,,4184,Ύψωνας
Ρόδων,,4105,'Αγιος Αθανάσιος
Ροζέ Μιλλιέξ,,3046,Λεμεσός
Ροίκου,,3048,Λεμεσός
Ρομαίν Ρολλάν,,3115,Λεμεσός
Ρόμπερτ Κέννεντυ,,3076,Λεμεσός
Ροσσίνι,,3048,Λεμεσός
Ρόττερνταμ,,3083,Λεμεσός
Ρούμελης,,3077,Λεμεσός
Ρούμελης,,4187,Ύψωνας
Ρούμπενς,,3075,Λεμεσός
Ρούντγιαρντ Κίπλιγκ,,4104,'Αγιος Αθανάσιος
Ρούπελ,,3066,Λεμεσός
Ρουσσώ,,3067,Λεμεσός
Ρωμανού Μελωδού,,3067,Λεμεσός
Ρώμης,,3067,Λεμεσός
Ρώμης,,4184,Ύψωνας
Ρωξάνης,,3046,Λεμεσός
Ρωσσίας,,3119,Λεμεσός
Σ,,,
Σααδή,,3042,Λεμεσός
Σάββα Ροτσίδη,,3100,Λεμεσός
Σάββα Ροτσίδη,,4002,Μέσα Γειτονιά
Σάββα Ροτσίδη,,4184,Ύψωνας
Σαίξπηρ,,3041,Λεμεσός
Σακαδά,,3118,Λεμεσός
Σακάρια,,3042,Λεμεσός
Σαλαμίνος,,3036,Λεμεσός
Σαλαμίνος,,4005,Μέσα Γειτονιά
Σαλαμίνος,,4106,'Αγιος Αθανάσιος
Σαλαμίνος,,4131,Πάνω Πολεμίδια
Σαλαμίνος,,4184,Ύψωνας
Σαλβαδόρ Νταλί ,,3110,Λεμεσός
Σαμοθράκης,,3046,Λεμεσός
Σάμου,,3071,Λεμεσός
Σάμου,,4000,Μέσα Γειτονιά
Σάμου,,4043,Γερμασόγεια
Σάμου,,4185,Ύψωνας
Σαμουήλ Χάου,,4151,Κάτω Πολεμίδια
Σανταρόζα,,3065,Λεμεσός
Σαντορίνης,,4004,Μέσα Γειτονιά
Σαντορίνης,,4193,Ύψωνας
Σαπφούς,,3017,Λεμεσός
Σαρανταπόρου,,3048,Λεμεσός
Σαρανταπόρου,,4185,Ύψωνας
Σάρδεων,,4044,Γερμασόγεια
Σάρδεων,,4152,Κάτω Πολεμίδια
Σαρλώ,,4106,'Αγιος Αθανάσιος
Σαρωνικού,,3048,Λεμεσός
Σαρωνικού,,4183,Ύψωνας
Σειρήνων,,3055,Λεμεσός
Σειρήνων,,4040,Γερμασόγεια
Σελευκιδών,,3010,Λεμεσός
Σελευκιδών,,4045,Γερμασόγεια
Σελευκιδών,,4189,Ύψωνας
Σελεύκου,,3115,Λεμεσός
Σελήνης,,4106,'Αγιος Αθανάσιος
Σελίμ B',,3012,Λεμεσός
Σεμέλης,,4044,Γερμασόγεια
Σεντάτ Σιμαβί,,3013,Λεμεσός
Σερ Λώρενς Ολιβιέρ,,3112,Λεμεσός
Σερβίας,,3119,Λεμεσός
Σερβίας,,4155,Κάτω Πολεμίδια
Σεργίου Προκόφιεφ,,3115,Λεμεσός
Σερίφου,,3046,Λεμεσός
Σερίφου,,4047,Γερμασόγεια
Σερντάρ,,3042,Λεμεσός
Σερρών,,4046,Γερμασόγεια
Σερρών,,4183,Ύψωνας
Σεϋχελλών,"1 - 25, 2 - 26",3067,Λεμεσός
Σεϋχελλών,27 - τ. 28 - τ.,3065,Λεμεσός
Σεϋχελλών,,4187,Ύψωνας
Σηκουάνα,,3065,Λεμεσός
Σιαφή,,3042,Λεμεσός
Σιδηροκάστρου,,3115,Λεμεσός
Σιέλλεϋ,,3060,Λεμεσός
Σιερίφ,,3042,Λεμεσός
Σικίνου,,3046,Λεμεσός
Σιμόν ντε Μπωβουάρ,,3082,Λεμεσός
Σίμου Μενάρδου,"1 - 25, 2 - 20",3041,Λεμεσός
Σίμου Μενάρδου,22 - τ. 27 - τ.,3022,Λεμεσός
Σιμωνίδου,,3091,Λεμεσός
Σινά,,3077,Λεμεσός
Σινά,"1 - 11, 2 - 14",4005,Μέσα Γειτονιά
Σινά,13 - τ. 16 - τ.,3096,Λεμεσός
Σιπύλου,,3086,Λεμεσός
Σισύφου,,3075,Λεμεσός
Σισύφου,,4104,'Αγιος Αθανάσιος
Σίφνου,"1 - 1, 11 - τ.  2 - 2, 12 - τ.",3100,Λεμεσός
Σίφνου,"3 - 9, 4 - 10",4006,Μέσα Γειτονιά
Σίφνου,,4047,Γερμασόγεια
Σκανδιναβίας,,3110,Λεμεσός
Σκαρλάττι,,3120,Λεμεσός
Σκιαδά,,3055,Λεμεσός
Σκιάδος,,3046,Λεμεσός
Σκιάθου,,4006,Μέσα Γειτονιά
Σκιάθου,,4103,'Αγιος Αθανάσιος
Σκιάθου,,4180,Ύψωνας
Σκόπα,,3060,Λεμεσός
Σκοπέλου,,3046,Λεμεσός
Σκοπέλου,,4105,'Αγιος Αθανάσιος
Σκρα,,3077,Λεμεσός
Σκρα,,4154,Κάτω Πολεμίδια
Σκύρου,,3046,Λεμεσός
Σμηναγού Πάρη Αθανασιάδη,,4008,Μέσα Γειτονιά
Σμύρνης,,3012,Λεμεσός
Σμύρνης,,4100,'Αγιος Αθανάσιος
Σμύρνης,,4188,Ύψωνας
Σολομώντος Φραγκουλίδη,,3113,Λεμεσός
Σολομώντος Φραγκουλίδη,,4107,'Αγιος Αθανάσιος
Σολομώντος,,3015,Λεμεσός
Σολωμού Σολωμού,,3081,Λεμεσός
Σολωμού Σολωμού,,4004,Μέσα Γειτονιά
Σολωμού Σολωμού,,4194,Ύψωνας
Σόλων,,3017,Λεμεσός
Σόλων,,4106,'Αγιος Αθανάσιος
Σόλωνος,,3035,Λεμεσός
Σόλωνος,,4180,Ύψωνας
Σόλωνος Μιχαηλίδη,,3091,Λεμεσός
Σόλωνος Μιχαηλίδη,,4102,'Αγιος Αθανάσιος
Σοπέν,,3067,Λεμεσός
Σοστακόβιτς,,3050,Λεμεσός
Σούδας,,3048,Λεμεσός
Σουηδίας,,3047,Λεμεσός
Σουλίου,,3016,Λεμεσός
Σουλίου,,4000,Μέσα Γειτονιά
Σουλίου,,4182,Ύψωνας
Σούμαν,,3120,Λεμεσός
Σούμπερτ,,3120,Λεμεσός
Σουνίου,,3116,Λεμεσός
Σουνίου,,4102,'Αγιος Αθανάσιος
Σοφίας,,4106,'Αγιος Αθανάσιος
Σοφίας Αγρότη,,4103,'Αγιος Αθανάσιος
Σοφίας Βέμπο,,3082,Λεμεσός
Σοφίας Βέμπο,,4188,Ύψωνας
Σοφίας Τσίρου,,3021,Λεμεσός
Σοφοκλέους,,3031,Λεμεσός
Σοφοκλέους,,4154,Κάτω Πολεμίδια
Σοφοκλέους,,4193,Ύψωνας
Σπαθαρικού,,4004,Μέσα Γειτονιά
Σπάρτακου,,3021,Λεμεσός
Σπάρτης,,3041,Λεμεσός
Σπάρτης,,4002,Μέσα Γειτονιά
Σπάρτης,,4045,Γερμασόγεια
Σπάρτης,,4184,Ύψωνας
Σπερχειού,,3060,Λεμεσός
Σπετσών,,3100,Λεμεσός
Σπετσών,,4000,Μέσα Γειτονιά
Σπετσών,,4193,Ύψωνας
Σπηλαίων,,3071,Λεμεσός
Σποράδων,,3077,Λεμεσός
Σπυρίδωνος Λάμπρου,,3106,Λεμεσός
Σπυρίδωνος Τρικούπη,,3077,Λεμεσός
Σπυρίδωνος Τρικούπη,,4187,Ύψωνας
Σπύρου Αραούζου,,3036,Λεμεσός
Σπύρου Βασιλείου,,3117,Λεμεσός
Σπύρου Κυπριανού Λεωφόρος,"1 - 39, 2 - 38",3070,Λεμεσός
Σπύρου Κυπριανού Λεωφόρος,"41 - 91, 40 - 90",3076,Λεμεσός
Σπύρου Κυπριανού Λεωφόρος,"92 - 120, 93 - 123",3077,Λεμεσός
Σπύρου Κυπριανού Λεωφόρος,122 - τ. 125 - τ.,3083,Λεμεσός
Σπύρου Κυπριανού Λεωφόρος,"1 - 37, 2 - 42",4001,Μέσα Γειτονιά
Σπύρου Κυπριανού Λεωφόρος,"39 - 81, 44 - 82",4003,Μέσα Γειτονιά
Σπύρου Κυπριανού Λεωφόρος,83 - τ. 84 - τ.,4004,Μέσα Γειτονιά
Σπύρου Κυπριανού,"1 - 19, 2 - 32",4040,Γερμασόγεια
Σπύρου Κυπριανού,21 - τ. 34 - τ.,4042,Γερμασόγεια
Σπύρου Κυπριανού Λεωφόρος,"1 - 15, 2 - 24",4155,Κάτω Πολεμίδια
Σπύρου Κυπριανού Λεωφόρος,17 - τ. 26 - τ.,4154,Κάτω Πολεμίδια
Σπύρου Λούη,,3051,Λεμεσός
Σπύρου Μελά,,4049,Γερμασόγεια
Σπύρου Μελά,,4152,Κάτω Πολεμίδια
Σπύρου Πετούση,,3082,Λεμεσός
Σταδίου,,4006,Μέσα Γειτονιά
Σταδίου,,4188,Ύψωνας
Σταδίου Πάροδος,,4188,Ύψωνας
Στάσεως,,3118,Λεμεσός
Στασίνου,,3032,Λεμεσός
Στασίνου,,4182,Ύψωνας
Σταυραετού Μαχαιρά,,4104,'Αγιος Αθανάσιος
Σταυροβουνίου,,4007,Μέσα Γειτονιά
Σταύρου Στυλιανίδη,,3100,Λεμεσός
Σταύρου Στυλιανίδη,,4003,Μέσα Γειτονιά
Σταυροφόρων,,3026,Λεμεσός
Σταυροφόρων,,4041,Γερμασόγεια
Στέλιου Αγαθοκλέους,,3117,Λεμεσός
Στέλιου Καζαντζίδη,,3046,Λεμεσός
Στέλιου Καζαντζίδη,,4170,Κάτω Πολεμίδια
Στέλιου Κυριακίδη,,3080,Λεμεσός
Στέλιου Κυριακίδη,,4191,Ύψωνας
Στέλιου Μανδριώτη,,3055,Λεμεσός
Στέλιου Μανδριώτη,,4004,Μέσα Γειτονιά
Στέλιου Μαυρομμάτη,,3031,Λεμεσός
Στέλιου Μαυρομμάτη,,4002,Μέσα Γειτονιά
Στέλιου Μαυρομμάτη,,4188,Ύψωνας
Στέλιου Μαύρου,,3120,Λεμεσός
Στέλιου Σιέπη,,3120,Λεμεσός
Στέντορος,,3117,Λεμεσός
Στεφάνου Γρανίτσα,,3096,Λεμεσός
Στεφάνου Λανίτη,,3012,Λεμεσός
Στησιχόρου,,3117,Λεμεσός
Στησιχόρου,,4156,Κάτω Πολεμίδια
Στουρνάρα,,3087,Λεμεσός
Στραβίνσκυ,,3020,Λεμεσός
Στράβωνος,,3052,Λεμεσός
Στρασβούργου,,3117,Λεμεσός
Στρατάρχη Τίτο,,3010,Λεμεσός
Στράτη Μυριβήλη,,4049,Γερμασόγεια
Στράτη Μυριβήλη,,4104,'Αγιος Αθανάσιος
Στράτη Τσίρκα,,4108,'Αγιος Αθανάσιος
Στρατηγού Αλεξάνδρου Παπάγου,,3083,Λεμεσός
Στρατηγού Αλεξάνδρου Παπάγου,,3091,Λεμεσός
Στρατηγού Αλεξάνδρου Παπάγου,,4001,Μέσα Γειτονιά
Στρατηγού Γκιάνι Τιμάγια,"1 - 17, 2 - 18",3101,Λεμεσός
Στρατηγού Γκιάνι Τιμάγια,19 - τ. 20 - τ.,3107,Λεμεσός
Στρατηγού Δημητρίου Ματαφιά,,4105,'Αγιος Αθανάσιος
Στρατηγού Σπύρου Σταθοπούλου,,3066,Λεμεσός
Στράτου Διονυσίου,,3047,Λεμεσός
Στρυμώνος,,3067,Λεμεσός
Στυγός,,3117,Λεμεσός
Στυλιανού Λένα,,3091,Λεμεσός
Στυλιανού Λένα,,4003,Μέσα Γειτονιά
Στυλιανού Λένα,,4192,Ύψωνας
Στυλιανού Παναγή,,4105,'Αγιος Αθανάσιος
Στυλιανού Χουρμουζίου,,4152,Κάτω Πολεμίδια
Στυμφαλίδων,,3118,Λεμεσός
Στυμφαλίδων,,4046,Γερμασόγεια
Στωικών,,4151,Κάτω Πολεμίδια
Στωικών Πάροδος,,4151,Κάτω Πολεμίδια
Σύμης,,3048,Λεμεσός
Σύμης,,4044,Γερμασόγεια
Συμπληγάδων,,3048,Λεμεσός
Συνεργασίας,,4104,'Αγιος Αθανάσιος
Συνεργασίας,,4150,Κάτω Πολεμίδια
Συνεργατισμού,,3010,Λεμεσός
Συνεργατισμού,,4002,Μέσα Γειτονιά
Συνεργατισμού,,4159,Κάτω Πολεμίδια
Σύννιων,,4106,'Αγιος Αθανάσιος
Συνταγματάρχη Κωνσταντίνου Δαβάκη,,3091,Λεμεσός
Συνταγματάρχη Κωνσταντίνου Δαβάκη,,4183,Ύψωνας
Συντάγματος,,3036,Λεμεσός
Συρακουσών,,3077,Λεμεσός
Σύρου,,3046,Λεμεσός
Σύρου,,4045,Γερμασόγεια
Συσκλήπου,,4100,'Αγιος Αθανάσιος
Σφαίρου,,3118,Λεμεσός
Σφακίων,,3048,Λεμεσός
Σφακίων,,4001,Μέσα Γειτονιά
Σφακτηρίας,"1 - 17, 2 - 14",3117,Λεμεσός
Σφακτηρίας,16 - τ. 19 - τ.,3120,Λεμεσός
Σφακτηρίας,,4001,Μέσα Γειτονιά
Σφαλαγγιωτίσσης,,4105,'Αγιος Αθανάσιος
Σφιγγός,,3086,Λεμεσός
Σφιγγός,,4044,Γερμασόγεια
Σχερίας,,3118,Λεμεσός
Σχινιάς,,4007,Μέσα Γειτονιά
Σχολείου,,3118,Λεμεσός
Σωκράτους,,3036,Λεμεσός
Σωκράτους,,4006,Μέσα Γειτονιά
Σωκράτους,,4046,Γερμασόγεια
Σωκράτους,,4103,'Αγιος Αθανάσιος
Σωκράτους,,4193,Ύψωνας
Σωπάτρου,,3115,Λεμεσός
Σωράνου,,3016,Λεμεσός
Σωσιθέου,,3118,Λεμεσός
Σωσικλέους,,3066,Λεμεσός
Σωτήρη Αναστασιάδη,,3115,Λεμεσός
Σωτήρη Μιχαηλίδη,,3035,Λεμεσός
